date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2025-05-23,2025-05-23,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-05-26,2025-05-26,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-05-27,2025-05-27,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-05-28,2025-05-28,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-05-29,2025-05-29,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-05-30,2025-05-30,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-02,2025-06-02,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-03,2025-06-03,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-04,2025-06-04,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-05,2025-06-05,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-06,2025-06-06,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-09,2025-06-09,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-10,2025-06-10,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-11,2025-06-11,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-12,2025-06-12,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-13,2025-06-13,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-16,2025-06-16,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-17,2025-06-17,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-18,2025-06-18,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-20,2025-06-20,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-23,2025-06-23,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-24,2025-06-24,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-25,2025-06-25,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-26,2025-06-26,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-27,2025-06-27,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-06-30,2025-06-30,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-01,2025-07-01,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-02,2025-07-02,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-03,2025-07-03,hermes_10000,Hermes,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-04,2025-07-04,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-07,2025-07-07,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-08,2025-07-08,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-09,2025-07-09,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-10,2025-07-10,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-11,2025-07-11,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-14,2025-07-14,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-15,2025-07-15,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-16,2025-07-16,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-17,2025-07-17,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-18,2025-07-18,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-21,2025-07-21,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-22,2025-07-22,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-23,2025-07-23,hermes_10000,Hermes,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-24,2025-07-24,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-25,2025-07-25,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-28,2025-07-28,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-29,2025-07-29,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-30,2025-07-30,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-07-31,2025-07-31,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-01,2025-08-01,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-04,2025-08-04,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-05,2025-08-05,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-06,2025-08-06,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-07,2025-08-07,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-08,2025-08-08,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-11,2025-08-11,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-12,2025-08-12,hermes_10000,Hermes,10000.0,risk_on,stable,0.8778125,0.755625,ataque,3,3,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-13,2025-08-13,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-14,2025-08-14,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-15,2025-08-15,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-18,2025-08-18,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,3,3,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-19,2025-08-19,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-20,2025-08-20,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-21,2025-08-21,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,3,3,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-22,2025-08-22,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,2,2,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-25,2025-08-25,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,2,2,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-08-26,2025-08-26,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,3,3,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-27,2025-08-27,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-28,2025-08-28,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-08-29,2025-08-29,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-09-01,2025-09-01,hermes_10000,Hermes,10000.0,defense,stress,0.853375,0.70675,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-09-02,2025-09-02,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,3,3,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-03,2025-09-03,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-04,2025-09-04,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-05,2025-09-05,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-08,2025-09-08,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-09,2025-09-09,hermes_10000,Hermes,10000.0,risk_on,stable,0.853375,0.70675,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-10,2025-09-10,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-11,2025-09-11,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-12,2025-09-12,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-15,2025-09-15,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-16,2025-09-16,hermes_10000,Hermes,10000.0,balanced,transition,0.95,1.0,ataque,3,3,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.24, ""CASH-BRL"": 0.54, ""ETH-USD"": 0.14, ""SOL-USD"": 0.08}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-17,2025-09-17,hermes_10000,Hermes,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.24, ""CASH-BRL"": 0.54, ""ETH-USD"": 0.14, ""SOL-USD"": 0.08}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-18,2025-09-18,hermes_10000,Hermes,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.24, ""CASH-BRL"": 0.54, ""ETH-USD"": 0.14, ""SOL-USD"": 0.08}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-19,2025-09-19,hermes_10000,Hermes,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.24, ""CASH-BRL"": 0.54, ""ETH-USD"": 0.14, ""SOL-USD"": 0.08}","Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-22,2025-09-22,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,3,3,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-23,2025-09-23,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-24,2025-09-24,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-25,2025-09-25,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-26,2025-09-26,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-29,2025-09-29,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-09-30,2025-09-30,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-01,2025-10-01,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-02,2025-10-02,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-03,2025-10-03,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-06,2025-10-06,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-07,2025-10-07,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-08,2025-10-08,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-09,2025-10-09,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,1.0,ataque,1,1,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-10,2025-10-10,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,0.97,ataque,2,2,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-13,2025-10-13,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,0.97,ataque,2,2,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-14,2025-10-14,hermes_10000,Hermes,10000.0,risk_on,stable,0.95,0.9375,ataque,0,0,"BTC-USD,ETH-USD,SOL-USD","{""BTC-USD"": 0.34, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.2, ""SOL-USD"": 0.16}","Confiança e postura permitem risk-on. | Tickers sem preço válido caíram para caixa: QQQ,SPY"
2025-10-15,2025-10-15,hermes_10000,Hermes,10000.0,defense,stress,0.95,0.9375,proteção,3,3,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-10-16,2025-10-16,hermes_10000,Hermes,10000.0,defense,stress,0.8890625,0.778125,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-10-17,2025-10-17,hermes_10000,Hermes,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-10-20,2025-10-20,hermes_10000,Hermes,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
